Name	Party	Twitter	State	Position
Chad Chig Martin	Democratic	https://www.twitter.com/chadchig	Alabama	
Christian Horn	Republican	https://www.twitter.com/ChrisHornforAL	Alabama	
Dean Odle	Republican	https://www.twitter.com/PastorDean67	Alabama	
Doug Smith	Democratic	https://www.twitter.com/sdoug_smith	Alabama	
Harry Still III	Republican	https://www.twitter.com/Backwoodssouth2	Alabama	
Jeremy Oden	Republican	https://www.twitter.com/JeremyHOdenPSC	Alabama	Secretary of State
Jim Zeigler	Republican	https://www.twitter.com/jimzeigler	Alabama	Secretary of State
John Hammock	Republican	https://www.twitter.com/john_hammock	Alabama	
John Roberts	Republican	https://www.twitter.com/johnrobertsal	Alabama	
Kay Ivey	Republican	https://www.twitter.com/kayiveyforgov	Alabama	Governor
Lew Burdette	Republican	https://www.twitter.com/VoteLEWin22	Alabama	
Lynda Blanchard	Republican	https://www.twitter.com/Blanchard4Gov	Alabama	
Patrick Wallace		https://www.twitter.com/Patrick4boe	Alabama	Secretary of State
Rick Pate	Republican	https://www.twitter.com/RickPate9	Alabama	Secretary of State
Robin Litaker	Republican	https://www.twitter.com/RobinforPSC2	Alabama	
Rusty Glover	Republican	https://www.twitter.com/voteglover	Alabama	
Stacy George	Republican	https://www.twitter.com/georgestacylee	Alabama	Secretary of State
Stan Cooke	Republican	https://www.twitter.com/StanCooke	Alabama	Secretary of State
Stephen McLamb	Republican	https://www.twitter.com/SMcLambWAFF	Alabama	
Steve Marshall	Republican	https://www.twitter.com/SteveMarshallAL	Alabama	Secretary of State
Tim James	Republican	https://www.twitter.com/TimJamesGov	Alabama	
Wes Allen	Republican	https://www.twitter.com/RepWesAllen	Alabama	Secretary of State
Will Ainsworth	Republican	https://www.twitter.com/willainsworthAL	Alabama	Governor
Yolanda Flowers	Democratic	https://www.twitter.com/Yolandaforgov	Alabama	Governor
Bill Walker		https://www.twitter.com/billwalkerak	Alaska	
Heidi Drygas		https://www.twitter.com/heididrygas	Alaska	Governor
Les Gara	Democratic	https://www.twitter.com/LesGara_InAK	Alaska	Governor
Mike Dunleavy	Republican	https://www.twitter.com/MikeDunleavyGov	Alaska	Governor
Aaron Lieberman	Democratic	https://www.twitter.com/aaron4az	Arizona	Governor
Abraham Hamadeh	Republican	https://www.twitter.com/abrahamhamadeh	Arizona	Secretary of State
Adrian Fontes	Democratic	https://www.twitter.com/Adrian_Fontes	Arizona	Secretary of State
Andrew W. Gould	Republican	https://www.twitter.com/GouldforAG	Arizona	Secretary of State
Beau Lane	Republican	https://www.twitter.com/beauforaz	Arizona	Secretary of State
Dawn Grove	Republican	https://www.twitter.com/DawnGroveforAZ	Arizona	Secretary of State
Jeff Weninger	Republican	https://www.twitter.com/JeffWeninger	Arizona	Secretary of State
Kari Lake	Republican	https://www.twitter.com/KariLake	Arizona	Governor
Karrin Taylor Robson	Republican	https://www.twitter.com/KTaylorRobson	Arizona	Governor
Kathy Hoffman	Democratic	https://www.twitter.com/kathyhoffman_az	Arizona	Secretary of State
Katie Hobbs	Democratic	https://www.twitter.com/katiehobbs	Arizona	Governor
Kim Owens	Republican	https://www.twitter.com/kimowens	Arizona	Secretary of State
Kimberly Yee	Republican	https://www.twitter.com/AZTreasury	Arizona	Secretary of State
Kris Mayes	Democratic	https://www.twitter.com/krismayes	Arizona	Secretary of State
Lacy Cooper	Republican	https://www.twitter.com/Lacy_Cooper	Arizona	Secretary of State
Lauren Kuby	Democratic	https://www.twitter.com/LaurenKuby	Arizona	Secretary of State
Marco Lopez	Democratic	https://www.twitter.com/1marcolopez	Arizona	Governor
Mark Finchem	Republican	https://www.twitter.com/markfinchem	Arizona	Secretary of State
Matt Salmon	Republican	https://www.twitter.com/MattSalmonAZ	Arizona	Governor
Michelle Udall	Republican	https://www.twitter.com/michudall	Arizona	Secretary of State
Michelle Ugenti-Rita	Republican	https://www.twitter.com/MichelleUgenti	Arizona	Secretary of State
Paola Tulliani-Zen	Republican	https://www.twitter.com/ZforArizona	Arizona	Governor
Patrick Finerd	Republican	https://www.twitter.com/PatrickFinerd	Arizona	Governor
Paul Gosar	Republican	https://www.twitter.com/DrPaulGosar	Arizona	U.S. House
Paul Marsh	Republican	https://www.twitter.com/paulmarshforaz	Arizona	Secretary of State
Reginald Bolding	Democratic	https://www.twitter.com/reginaldbolding	Arizona	Secretary of State
Robert Lettieri	Republican	https://www.twitter.com/bobfortreasurer	Arizona	Secretary of State
Rodney Glassman	Republican	https://www.twitter.com/rodneyglassman	Arizona	Secretary of State
Scott Neely	Republican	https://www.twitter.com/ScottNeelyAZ	Arizona	Governor
Shawnna Bolick	Republican	https://www.twitter.com/slmbolick	Arizona	Secretary of State
Sheila Reid-Shaver		https://www.twitter.com/sshaverr	Arizona	Secretary of State
Shiry Sapir	Republican	https://www.twitter.com/shirysapir	Arizona	Secretary of State
Steve Gaynor	Republican	https://www.twitter.com/gaynorforgov	Arizona	
Tiffany Shedd	Republican	https://www.twitter.com/Tiffany_Shedd	Arizona	Secretary of State
Wade Wilson	Republican	https://www.twitter.com/writeinwade	Arizona	
William Pounds		https://www.twitter.com/wjpounds	Arizona	
Anna Beth Gorman	Democratic	https://www.twitter.com/AnnaBethforAR	Arkansas	Secretary of State
Anthony Bland	Democratic	https://www.twitter.com/BlandArk	Arkansas	Governor
Chris Bequette	Republican	https://www.twitter.com/ChrisBequetteAR	Arkansas	
Chris Jones	Democratic	https://www.twitter.com/cmjones99	Arkansas	
Dan Nelson		https://www.twitter.com/DANFORGOVERNOR	Arkansas	Governor
Dennis Milligan	Republican	https://www.twitter.com/DennisMilligan	Arkansas	Secretary of State
Doc Washburn	Republican	https://www.twitter.com/DocWashburn	Arkansas	
Doyle Webb	Republican	https://www.twitter.com/doylewebbar	Arkansas	
Eddie Joe Williams	Republican	https://www.twitter.com/goeddiejoe4sos	Arkansas	
Frank Gilbert		https://www.twitter.com/Gilbert4LtGov	Arkansas	Governor
Goldi Gaines	Democratic	https://www.twitter.com/GoldiGaines	Arkansas	Secretary of State
Greg Bledsoe	Republican	https://www.twitter.com/Bledsoe4AR	Arkansas	
James Russell	Democratic	https://www.twitter.com/Vote4Rus2022	Arkansas	
Jason Rapert	Republican	https://www.twitter.com/jasonrapert	Arkansas	
Jay Martin	Democratic	https://www.twitter.com/JayMartinforAR	Arkansas	
Jesse Gibson	Democratic	https://www.twitter.com/JesseJGibson	Arkansas	Secretary of State
John Thurston	Republican	https://www.twitter.com/ARSecofState	Arkansas	Secretary of State
Joseph Wood	Republican	https://www.twitter.com/Wood4LtGov	Arkansas	
Kelly Krout	Democratic	https://www.twitter.com/kellykrout	Arkansas	Governor
Leon Jones Jr.		https://www.twitter.com/Leon4AG	Arkansas	
Leslie Rutledge	Republican	https://www.twitter.com/LeslieRutledge	Arkansas	Governor
Mathew Pitsch	Republican	https://www.twitter.com/MatPitsch	Arkansas	
Pam Whitaker	Democratic	https://www.twitter.com/PamWhitakerAR	Arkansas	Secretary of State
Ricky Dale Harrington Jr.		https://www.twitter.com/RickDHarrington	Arkansas	Governor
Sarah Huckabee Sanders	Republican	https://www.twitter.com/SarahHuckabee	Arkansas	Governor
Simeon Snow		https://www.twitter.com/simeonsnow	Arkansas	Secretary of State
Supha Xayprasith-Mays	Democratic	https://www.twitter.com/XSupha	Arkansas	
Tim Griffin	Republican	https://www.twitter.com/LtGovTimGriffin	Arkansas	Secretary of State
Tommy Land	Republican	https://www.twitter.com/TommyLand4land	Arkansas	Secretary of State
Wendy Wood		https://www.twitter.com/wood_judge	Arkansas	
Adam Schiff	Independent	https://www.twitter.com/AdamSchiff	California	
Andrew Do	Republican	https://www.twitter.com/Do4Treasuer	California	
Anne Marie Schubert		https://www.twitter.com/SchubertForAG	California	
Anthony Fanara	Democratic	https://www.twitter.com/tonyhandlesit	California	
Anthony Trimino	Republican	https://www.twitter.com/teamtrimino	California	
Bradley Zink		https://www.twitter.com/zink_bradley	California	
Brian Dahle	Republican	https://www.twitter.com/BrianDahleCA	California	Governor
Clint Saunders	Republican	https://www.twitter.com/SaundersClint	California	
Cristian Morales	Republican	https://www.twitter.com/CMoralesCaGov	California	
Daniel Mercuri	Republican	https://www.twitter.com/Dan_Mercuri	California	
David Fennell	Republican	https://www.twitter.com/DavidFennell	California	Secretary of State
David Lozano	Republican	https://www.twitter.com/lozanoforgovca	California	
Eleni Kounalakis	Democratic	https://www.twitter.com/EleniForCA	California	Governor
Eric Early	Republican	https://www.twitter.com/EricEarly_CA	California	
Errol Webber	Republican	https://www.twitter.com/ErrolWebber	California	Secretary of State
Fiona Ma	Democratic	https://www.twitter.com/fionama	California	
Frederic Schultz	Democratic	https://www.twitter.com/FredericEsq	California	Secretary of State
Gary Blenner	Green	https://www.twitter.com/blendogg	California	
Gavin Newsom	Democratic	https://www.twitter.com/GavinNewsom	California	Governor
Greg Conlon	Republican	https://www.twitter.com/GregConlon	California	Secretary of State
Jack Guerrero	Republican	https://www.twitter.com/guerrero_cpa	California	
Jeffrey Highbear Morgan	Democratic	https://www.twitter.com/Highbear4ca	California	
Jose Altamirano	Democratic	https://www.twitter.com/altamiranoJSA	California	Secretary of State
Kevin McCarthy	Independent	https://www.twitter.com/kevinomccarthy	California	
Lance Christensen		https://www.twitter.com/lancelands	California	Secretary of State
Lanhee Chen	Republican	https://www.twitter.com/lanheechen	California	Secretary of State
Lonnie Sortor	Republican	https://www.twitter.com/LonnieSortor	California	
Luis Rodriguez	Green	https://www.twitter.com/Luis4Governor	California	
Malia Cohen	Democratic	https://www.twitter.com/MaliaCohen	California	Secretary of State
Marco Amaral		https://www.twitter.com/SupAmaral2022	California	Secretary of State
Matthew Cinquanta		https://www.twitter.com/MC50369	California	
Michael Shellenberger		https://www.twitter.com/ShellenbergerMD	California	
Mike Garcia	Independent	https://www.twitter.com/ElectMikeGarcia	California	U.S. House
Mike Thompson	Independent	https://www.twitter.com/Mike_CA05	California	
Nancy Pelosi	Independent	https://www.twitter.com/TeamPelosi	California	U.S. House
Nathalie Hrizi		https://www.twitter.com/maestracommie	California	
Nathan Hochman	Republican	https://www.twitter.com/NathanHochmanAG	California	
Rachel Hamm	Republican	https://www.twitter.com/RachelHammSOS	California	
Reinette Senum		https://www.twitter.com/ReinetteSenum	California	
Ricardo Lara	Democratic	https://www.twitter.com/RicardoLara4CA	California	
Rob Bonta	Democratic	https://www.twitter.com/bontaforag	California	
Robert Bernosky	Republican	https://www.twitter.com/votebernosky	California	Secretary of State
Robert Molnar		https://www.twitter.com/RobertJMolnar	California	
Ron Galperin	Democratic	https://www.twitter.com/Ron4CA	California	
Serge Fiankan		https://www.twitter.com/Sergefiankan	California	
Shawn Collins	Republican	https://www.twitter.com/shawncollins4ca	California	
Shirley Weber	Democratic	https://www.twitter.com/DrWeber4CA	California	Secretary of State
Tom McClintock	Independent	https://www.twitter.com/tommcclintock	California	U.S. House
Tony Thurmond		https://www.twitter.com/TonyThurmond	California	
Veronika Fimbres	Green	https://www.twitter.com/veronika4ca	California	
William Saacke	Democratic	https://www.twitter.com/skee4gov	California	
Woodrow Sanders III		https://www.twitter.com/GovUnleashed	California	
Y. Marie Manvel		https://www.twitter.com/mariemanvel	California	
Yvonne Yiu	Democratic	https://www.twitter.com/yvonneyiu4ca	California	
Dan Maloit	Republican	https://www.twitter.com/DanMaloit	Colorado	Secretary of State
Danielle Neuschwanger	Republican	https://www.twitter.com/DanielleNeusch3	Colorado	Governor
Gary Swing		https://www.twitter.com/SwingGary2	Colorado	Secretary of State
Gavin Rainey	Republican	https://www.twitter.com/electgav	Colorado	Secretary of State
Greg Lopez	Republican	https://www.twitter.com/LopezforCO	Colorado	Governor
Heidi Ganahl	Republican	https://www.twitter.com/heidiganahl	Colorado	Governor
Jared Polis	Democratic	https://www.twitter.com/jaredpolis	Colorado	Governor
Jena Griswold	Democratic	https://www.twitter.com/JenaGriswold	Colorado	Secretary of State
Jim Rundberg	Republican	https://www.twitter.com/JimRundberg	Colorado	
John Kellner	Republican	https://www.twitter.com/JohnKellnerCO	Colorado	Secretary of State
Johnnie Nguyen	Democratic	https://www.twitter.com/JohnNguyDenver	Colorado	Secretary of State
Lang Sias	Republican	https://www.twitter.com/LangSias	Colorado	Secretary of State
Lauren Boebert	Republican	https://www.twitter.com/laurenboebert	Colorado	U.S. House
Phil Weiser	Democratic	https://www.twitter.com/pweiser	Colorado	Secretary of State
Scott Mangino	Democratic	https://www.twitter.com/ScottMangino	Colorado	
Tina Peters	Republican	https://www.twitter.com/Tinafor22	Colorado	Secretary of State
Wanda James	Democratic	https://www.twitter.com/Wanda4CU	Colorado	Secretary of State
Zachariah Burck	Republican	https://www.twitter.com/zachburck	Colorado	
Zachary Varon		https://www.twitter.com/zach5280	Colorado	Governor
Bob Stefanowski	Republican	https://www.twitter.com/bobforgovernor	Connecticut	Governor
Brock Weber	Republican	https://www.twitter.com/BrockLWeber	Connecticut	Secretary of State
Dita Bhargava	Democratic	https://www.twitter.com/ConnecticutDita	Connecticut	Secretary of State
Dominic Rapini	Republican	https://www.twitter.com/dominicforct	Connecticut	Secretary of State
Erick Russell	Democratic	https://www.twitter.com/ErickRussellCT	Connecticut	Secretary of State
Harry Arora	Republican	https://www.twitter.com/HarryForCT	Connecticut	Secretary of State
Jessica Kordas	Republican	https://www.twitter.com/Jkordas2022	Connecticut	Secretary of State
Karen DuBois-Walton	Democratic	https://www.twitter.com/DrDuBoisWalton	Connecticut	Secretary of State
Laura Devlin	Republican	https://www.twitter.com/ldevlinct	Connecticut	Governor
Maritza Bond	Democratic	https://www.twitter.com/MaritzaBondCT	Connecticut	Secretary of State
Mary Fay	Republican	https://www.twitter.com/Maryfay4CT	Connecticut	Secretary of State
Ned Lamont	Democratic	https://www.twitter.com/GovNedLamont	Connecticut	Governor
Sean Scanlon	Democratic	https://www.twitter.com/SeanScanlonCT	Connecticut	Secretary of State
Susan Bysiewicz	Democratic	https://www.twitter.com/SusanForCT	Connecticut	Governor
Susan Patricelli Regan	Republican	https://www.twitter.com/PatricelliRegan	Connecticut	Governor
Terrie Wood	Republican	https://www.twitter.com/TerrieWood	Connecticut	Secretary of State
Themis Klarides	Republican	https://www.twitter.com/RepTKlarides	Connecticut	U.S. Senate
William Tong	Democratic	https://www.twitter.com/WilliamTongCT	Connecticut	Secretary of State
Julianne Murray	Republican	https://www.twitter.com/Murray4DE	Delaware	Secretary of State
Kathy Jennings	Democratic	https://www.twitter.com/DE_DOJ	Delaware	Secretary of State
Adam Hattersley	Democratic	https://www.twitter.com/RepHattersley	Florida	Secretary of State
Amaro Lionheart	Democratic	https://www.twitter.com/Amaro_Lionheart	Florida	Governor
Annette Taddeo	Democratic	https://www.twitter.com/Annette_Taddeo	Florida	U.S. House
Anthony Sabatini	Republican	https://www.twitter.com/AnthonySabatini	Florida	U.S. House
Aramis Ayala	Democratic	https://www.twitter.com/AramisAyalaFL	Florida	Secretary of State
Ashley B. Moody	Republican	https://www.twitter.com/AshleyMoodyFL	Florida	Secretary of State
Charlie Crist	Democratic	https://www.twitter.com/CharlieCrist	Florida	Governor
Daniel Uhlfelder	Democratic	https://www.twitter.com/DWUhlfelderLaw	Florida	Secretary of State
David Nelson Freeman	Democratic	https://www.twitter.com/demforgovernor	Florida	Governor
Frank Hughes Jr.		https://www.twitter.com/HughesForFL	Florida	Governor
John Joseph Mercadante	Republican	https://www.twitter.com/john_mercadante	Florida	Governor
Kevin Parker	Democratic	https://www.twitter.com/PoliticalKev90	Florida	
Kyle Gibson		https://www.twitter.com/KCIN2018	Florida	Governor
Laura Loomer	Republican	https://www.twitter.com/Loomer4Congress	Florida	U.S. House
Matt Gaetz	Republican	https://www.twitter.com/RepMattGaetz	Florida	U.S. House
Naomi Blemur	Democratic	https://www.twitter.com/NaomiforFL	Florida	Secretary of State
Nikki Fried	Democratic	https://www.twitter.com/NikkiFriedFL	Florida	Governor
Ron DeSantis	Republican	https://www.twitter.com/RonDeSantisFL	Florida	Governor
Ryan Morales	Democratic	https://www.twitter.com/RyanForFLorida	Florida	Secretary of State
Wilton Simpson	Republican	https://www.twitter.com/WiltonSimpson	Florida	Secretary of State
Alisha Thomas Searcy	Democratic	https://www.twitter.com/AlishaTSearcy	Georgia	Secretary of State
Anne Barnes		https://www.twitter.com/JudgeAnneBarnes	Georgia	
Bee Nguyen	Democratic	https://www.twitter.com/BeeForGeorgia	Georgia	Secretary of State
Brad Raffensperger	Republican	https://www.twitter.com/GaSecofState	Georgia	Secretary of State
Brenda Nelson-Porter		https://www.twitter.com/ResearchCoach	Georgia	Secretary of State
Brian Kemp	Republican	https://www.twitter.com/BrianKempGA	Georgia	Governor
Burt Jones	Republican	https://www.twitter.com/burtjonesforga	Georgia	Governor
Butch Miller	Republican	https://www.twitter.com/butchmillerga	Georgia	
Catherine Davis	Republican	https://www.twitter.com/CathCapitol	Georgia	
Charlie Bailey	Democratic	https://www.twitter.com/Charlie4Georgia	Georgia	Governor
Chris McFadden		https://www.twitter.com/c_mcf	Georgia	
Currey Hitchens	Democratic	https://www.twitter.com/currey4GA	Georgia	Secretary of State
David Belle Isle	Republican	https://www.twitter.com/BelleIsle4GA	Georgia	
David Perdue	Republican	https://www.twitter.com/DavidPerdueGA	Georgia	Secretary of State
Derrick Jackson	Democratic	https://www.twitter.com/Jackson4Georgia	Georgia	
Drew Ferguson	Republican	https://www.twitter.com/DrewFergusonGA	Georgia	U.S. House
Elbert Bartell		https://www.twitter.com/BartellforGov	Georgia	Governor
Fitz Johnson	Republican	https://www.twitter.com/FriendsForFitz	Georgia	Secretary of State
Janice Laws Robinson	Democratic	https://www.twitter.com/JaniceForGA	Georgia	Secretary of State
Jason Hayes	Democratic	https://www.twitter.com/JasonForGA	Georgia	
Jeanne Seaver	Republican	https://www.twitter.com/seaverforltgov	Georgia	
Jen Jordan	Democratic	https://www.twitter.com/senatorjen	Georgia	Secretary of State
Jeremy Hunt	Republican	https://www.twitter.com/thejeremyhunt	Georgia	
Jody Hice	Republican	https://www.twitter.com/JodyHice	Georgia	
John Barge	Republican	https://www.twitter.com/JohnBargeGA	Georgia	Secretary of State
John Eaves		https://www.twitter.com/johneaves	Georgia	
Kandiss Taylor	Republican	https://www.twitter.com/KandissTaylor	Georgia	Secretary of State
Kolbey Gardner	Democratic	https://www.twitter.com/KolbeyGardner	Georgia	
Lester Jackson	Democratic	https://www.twitter.com/DrLGJ3	Georgia	
Mack McGregor	Republican	https://www.twitter.com/MackHMcgregor	Georgia	
Manswell Peterson	Democratic	https://www.twitter.com/manswellp	Georgia	
Marjorie Taylor Greene	Republican	https://www.twitter.com/RepMTG	Georgia	U.S. House
Missy Moore	Democratic	https://www.twitter.com/MissyMooreATL	Georgia	
Nadia Surrency	Democratic	https://www.twitter.com/NadiaSurrency	Georgia	Secretary of State
Nakita Hemingway	Democratic	https://www.twitter.com/nakitahemingway	Georgia	Secretary of State
Nicole Horn	Democratic	https://www.twitter.com/nicolehorn4ga	Georgia	
Patty Durand	Democratic	https://www.twitter.com/pattyforgapsc	Georgia	Secretary of State
Raphael Baker	Democratic	https://www.twitter.com/RaphaelBaker4GA	Georgia	
Renitta Shannon	Democratic	https://www.twitter.com/RenittaShannon	Georgia	
Ryan Graham		https://www.twitter.com/graham4ga	Georgia	Governor
Stacey Abrams	Democratic	https://www.twitter.com/staceyabrams	Georgia	Governor
Tim Echols	Republican	https://www.twitter.com/timechols	Georgia	Secretary of State
Torri M. Hudson		https://www.twitter.com/tjforga	Georgia	
Tyler Harper	Republican	https://www.twitter.com/TylerHarperGA	Georgia	Secretary of State
Vernon Jones	Republican	https://www.twitter.com/RepVernonJones	Georgia	
Wendy Davis	Democratic	https://www.twitter.com/wendy4rome	Georgia	
Josh Tenorio	Democratic	https://www.twitter.com/JoshuaTenorio2	Guam	Governor
Lou Leon Guerrero	Democratic	https://www.twitter.com/louleonguerrero	Guam	Governor
Michael F.Q. San Nicolas	Democratic	https://www.twitter.com/guamcongressman	Guam	Governor
Frank Hinshaw		https://www.twitter.com/TKHinshaw	Hawaii	Governor
Gary Cordery	Republican	https://www.twitter.com/garyforgovernor	Hawaii	Governor
Jill Tokuda	Democratic	https://www.twitter.com/jilltokuda	Hawaii	U.S. House
Joshua Green	Democratic	https://www.twitter.com/DrJoshGreen	Hawaii	Governor
Kaiali'i Kahele	Democratic	https://www.twitter.com/RepKahele	Hawaii	Governor
Kirk Caldwell	Democratic	https://www.twitter.com/mayorkirkhnl	Hawaii	
Lynn Barry Mariano	Republican	https://www.twitter.com/VoteLynnMariano	Hawaii	Governor
Mililani Trask		https://www.twitter.com/trask4oha	Hawaii	
Paul Morgan	Republican	https://www.twitter.com/pmforgovernor	Hawaii	
Seaula Tupai	Republican	https://www.twitter.com/SeaulaJrTupai	Hawaii	Governor
Sergio Alcubilla	Democratic	https://www.twitter.com/sergio4hawaii	Hawaii	U.S. House
Sherry Menor-McNamara	Democratic	https://www.twitter.com/sherry4lg	Hawaii	Governor
Vicky Cayetano	Democratic	https://www.twitter.com/VickyForGov	Hawaii	Governor
Ammon Bundy		https://www.twitter.com/RealABundy	Idaho	Governor
